-2.000000000000e+04 -2.000000000000e+04 -0.010000000000e+00
0.000000000000e+00 -2.000000000000e+04 -0.010000000000e+00
2.000000000000e+04 -2.000000000000e+04 -0.010000000000e+00
-1.500000000000e+04 -3.000000000000e+03 -0.010000000000e+00
0.000000000000e+00 -3.000000000000e+03 -0.010000000000e+00
1.500000000000e+04 -3.000000000000e+03 -0.010000000000e+00
-1.500000000000e+04 3.000000000000e+03 -0.010000000000e+00
0.000000000000e+00 3.000000000000e+03 -0.010000000000e+00
1.500000000000e+04 3.000000000000e+03 -0.010000000000e+00
-2.000000000000e+04 2.000000000000e+04 -0.010000000000e+00
0.000000000000e+00 2.000000000000e+04 -0.010000000000e+00
2.000000000000e+04 2.000000000000e+04 -0.010000000000e+00
0.000000000000e+00 0.000000000000e+00 -0.010000000000e+00
0.000000000000e+00 0.000000000000e+00 -100.010000000000e+00
