 -18000.000000000000    -282.912415952447  -15600.000000000000
 -15000.000000000000    -169.860228442483   -5000.000000000000
 -15000.000000000000     205.443958647172  -12000.000000000000
 -11000.000000000000     302.002167281021   -1400.000000000000
  -8900.000000000000     381.599150464326  -10100.000000000000
  -5000.000000000000     905.491492609870      -0.010000000000
  -5000.000000000000     690.141320535491  -10000.000000000000
  -5000.000000000000     259.436475413614  -16000.000000000000
  -4200.000000000000     882.163881665983   -6100.000000000000
      0.000000000000     509.165399438003  -12000.000000000000
   4300.000000000000      54.776203687247   -6200.000000000000
   4600.000000000000     -95.146366687912   -6000.000000000000
   5000.000000000000    -514.843776036222      -0.010000000000
   5000.000000000000     604.866792956787  -12000.000000000000
   5100.000000000000    -362.893964988849   -5700.000000000000
   5900.000000000000    -663.437241954482   -4700.000000000000
   9000.000000000000    -551.209222891415  -15300.000000000000
   9300.000000000000    -665.511167781667  -15300.000000000000
  10000.000000000000   -1344.225290109592   -5000.000000000000
  10000.000000000000    -669.977796601077  -11000.000000000000
  15000.000000000000   -1209.590630243001      -0.010000000000
  15000.000000000000    -349.444727299523  -13000.000000000000
  16700.000000000000     198.520698426540  -10500.000000000000
  17000.000000000000     177.490535259389   -4500.000000000000
